serial_no,reviewer_name,room_type,period_of_stay,traveler_type,review_score_numerator,review_score_denominator,review_score_description,review_date,review_text,extraction_timestamp,review_detected_lang,review_translated
1119,W‍o‍s‍h‍i‍j‍i‍x‍i‍a‍n‍s‍h‍e‍n‍g,,Stayed in December 2023,Family,10.0,/10,Outstanding,"Posted February 11, 2024",世界名店，名不虛傳！就一個豪，就一個貴，貴就對了，能連續住幾天的人。也是裝到了。,2025-09-08 23:03:40,zh-TW,"This world-famous hotel lives up to its reputation! It&#39;s luxurious, expensive, and that&#39;s why it&#39;s so expensive. Anyone who can stay here for several days straight is definitely looking impressive."
1120,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2023,Business traveller,8.0,/10,Very Good,"Posted March 25, 2023","附近好玩的挺多哈哈哈
很喜歡頂樓的泳池 安保做得也挺好",2025-09-08 23:03:41,zh-TW,There are a lot of fun things to do nearby. Hahaha. I like the swimming pool on the rooftop and the security is also very good.
1121,J‍i‍y‍a‍n,,Stayed in January 2024,Family,10.0,/10,Outstanding,"Posted February 1, 2024","2大2小，帶孩子們的出遊，好，好，好
非常好！
到底是地標，就是不一樣",2025-09-08 23:03:49,zh-TW,"2 adults and 2 children, a great trip with the kids, great, great, great! After all, it&#39;s a landmark, it&#39;s different"
1122,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in April 2024,Family,5.5,/10,,"Posted May 2, 2024",酒店除了坐享獨一無二的地標建築之外，其他的很一般。,2025-09-08 23:03:50,zh-TW,"Apart from being a unique landmark building, the hotel is pretty average."
1123,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in April 2024,Couple,9.5,/10,Amazing,"Posted April 24, 2024",風景很好，房間也很好，電視機很大，無邊泳池非常好看,2025-09-08 23:03:52,zh-TW,"The view is great, the room is nice, the TV is big, and the infinity pool is beautiful"
1124,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in August 2023,Couple,10.0,/10,Outstanding,"Posted August 16, 2023",一共定了兩個房間，房間比較大風景也很美，特別頂樓的無邊際泳池！早餐時間可以從頂樓欣賞一下海景，雖然有點貴，但是旅遊總也的嘗試嘗試！,2025-09-08 23:03:53,zh-TW,"We booked two rooms in total. The rooms are quite large and the views are beautiful, especially the infinity pool on the rooftop! You can enjoy the sea view from the rooftop during breakfast. Although it is a bit expensive, it is always worth trying when traveling!"
1125,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King,Stayed in April 2024,Family,10.0,/10,Outstanding,"Posted May 7, 2024",很不錯，來新加坡金沙應該是最好的選擇，預算夠的話,2025-09-08 23:03:54,zh-TW,"Very good, coming to Singapore Sands should be the best choice if the budget is enough"
1126,Y‍i‍f‍a‍n‍g‍t‍i‍n‍g‍h‍u‍i‍z‍i,,Stayed in July 2023,Family,10.0,/10,Outstanding,"Posted July 14, 2023","￼
設施：￼不錯

衞生：￼很不錯￼

環境：￼還可以
服務：6666666666666666666666666666666666666666666",2025-09-08 23:03:56,zh-TW,Facilities: Good Hygiene: Very good Environment: OK Service: 66666666666666666666666666666666666666666666666
1127,W‍a‍i‍ ‍y‍i‍n,,Stayed in February 2024,Couple,8.0,/10,Very Good,"Posted February 15, 2024",USB插口這麼多，這麼高級酒店客户要求充電線，一條也沒辦法給。,2025-09-08 23:03:57,zh-TW,"There are so many USB ports in such a high-end hotel, and the customers asked for charging cables, but we couldn’t provide them with even one."
1128,B‍a‍i‍y‍i‍q‍i‍n‍g‍c‍o‍n‍g‍m‍a,,Stayed in September 2023,Couple,10.0,/10,Outstanding,"Posted December 14, 2023",環境是沒話説，風景是真的美，地點和位置也是很好的地方，值得推薦和收藏，房間設施舒適，是新加坡的不二之選,2025-09-08 23:03:58,zh-TW,"The environment is amazing, the scenery is really beautiful, the location and position are also very good, it is worth recommending and collecting, the room facilities are comfortable, it is the best choice in Singapore"
1129,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in April 2023,Family,10.0,/10,Outstanding,"Posted June 6, 2023",景色特別好，服務很貼心，辦理入住隊伍稍微有點長的時候，前面就幾個人，就把我請到邊上的房間單獨辦理入住了。退房特別方便，直接卡扔到電梯口的退房機器裏。酒店和商場連在一起，逛街也很方便。,2025-09-08 23:04:00,zh-TW,"The view was stunning, and the service was attentive. When the check-in line was a little long, there were only a few people ahead of me, so they invited me to a nearby room for a private check-in. Check-out was incredibly convenient; I simply dropped my card into the check-out machine at the elevator entrance. The hotel is connected to a shopping mall, making it convenient for shopping."
1130,F‍j‍i‍x‍i‍a‍n‍g‍r‍u‍y‍i,,Stayed in June 2023,Family,10.0,/10,Outstanding,"Posted June 22, 2023",房間的景觀很美，正好既能看到樓下的燈光秀，也能看到海港。樓頂的泳池夜景特別美，可惜水不是很乾凈，可能是人太多了，維持不了乾淨的水吧。樓下有吃的，很方便。,2025-09-08 23:04:01,zh-TW,"The view from the room was beautiful, perfect for both the light show downstairs and the harbor. The rooftop pool was especially beautiful at night, though the water wasn&#39;t very clean. Perhaps it was too crowded and couldn&#39;t maintain cleanliness. There were food options downstairs, which was very convenient."
1131,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier Double Queen Gardens By The Bay View,Stayed in September 2023,Family,10.0,/10,Outstanding,"Posted September 9, 2023",奢華，房間非常大，無敵海景，入住退房都很體貼，頂層無邊泳池非常棒！tower 2 頂層的 早餐服務也是棒極了。,2025-09-08 23:04:09,zh-TW,"Luxurious, very large room, unbeatable sea view, very considerate check-in and check-out, the rooftop infinity pool is amazing! The breakfast service on the top floor of Tower 2 is also great."
1132,x‍i‍a‍o‍p‍i‍n‍g‍9‍0‍6‍0‍6‍6,,Stayed in October 2023,Family,10.0,/10,Outstanding,"Posted October 15, 2023",方便偏小了點，沒有浴缸，是意料之外的，不過可以瞭解，總體還是不錯的，房間設計感很好，其他功能都還不錯,2025-09-08 23:04:09,zh-TW,"The room is a bit small and there is no bathtub, which is unexpected, but I understand. Overall it is good. The room design is very good and other functions are also good."
1133,d‍e‍n‍g‍j‍i‍0‍0‍8‍3‍2‍2,,Stayed in March 2024,Booked for others,10.0,/10,Outstanding,"Posted May 12, 2024",長輩們去旅遊，定了三晚，住的非常安逸，説是比金沙好,2025-09-08 23:04:10,zh-TW,The elders went on a trip and booked three nights. They stayed very comfortably and said it was better than Sands.
1134,T‍i‍a‍n‍x‍i‍a‍o‍m‍e‍n‍g‍d‍e‍z‍h‍u‍b‍a‍o,,Stayed in July 2024,Family,10.0,/10,Outstanding,"Posted July 15, 2024",金沙一如既往的好，衹要預算夠閉眼入,2025-09-08 23:04:11,zh-TW,"Sands is as good as ever, as long as the budget is enough, you can go there"
1135,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King,Stayed in April 2025,Family,9.0,/10,Great,"Posted April 4, 2025",入住體驗一般,2025-09-08 23:04:13,zh-TW,Average stay experience
1136,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in October 2023,Business traveller,7.5,/10,,"Posted November 9, 2023",總體滿意，不過在早餐廳的服務一般，點個咖啡，服務員都能忘記。再次提醒要冰的，端上來熱的。,2025-09-08 23:04:13,zh-TW,"Overall, I was satisfied, but the service in the breakfast room was average. The waiter even forgot to order coffee. I asked for iced coffee, but it was served hot."
1137,z‍h‍a‍o‍ ‍x‍i‍a‍o‍m‍i‍n‍g,,Stayed in January 2023,Other,10.0,/10,Outstanding,"Posted January 25, 2023",雖然貴，但是平均在遊、購、吃、住、行中就不貴了。,2025-09-08 23:04:14,zh-TW,"Although it is expensive, it is not expensive when compared with the average cost of sightseeing, shopping, food, accommodation and transportation."
1138,Y‍y‍ ‍z,Sands Premier King,Stayed in May 2024,Solo traveller,10.0,/10,Outstanding,"Posted May 21, 2024",非常的不錯，下次來還是會繼續入住金沙酒店,2025-09-08 23:04:16,zh-TW,"Very good, I will continue to stay at the Sands Hotel next time"
1139,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in March 2023,Business traveller,10.0,/10,Outstanding,"Posted April 20, 2023",這是非常完美的住宿體驗，在五星級裏體驗過最好的酒店服務了。硬件很好，服務非常貼心，kiki 仇經理和所有工作人員都非常細心，幫我免費升級海景房，真的非常感謝!酒店地理位置很好，特別優美，景觀很好，早餐出品很棒，健身房設施也還⻬全。續住房間依然仇經理可以快速且温潤的幫忙更新房卡，很愉快的一次住宿體驗，，員工培訓的非常到位!以後還會再來滴。,2025-09-08 23:04:17,zh-TW,"This was a truly wonderful stay, the best service I&#39;ve ever experienced in a five-star hotel. The facilities were excellent, and the service was incredibly attentive. Manager Kiki Qiu and the entire staff were incredibly attentive, even upgrading me to a sea view room free of charge. Thank you so much! The hotel is in a fantastic location, with a beautiful view, excellent breakfast, and a fully equipped gym. When I extended my stay, Manager Qiu was still quick and helpful in updating my room card. It was a truly enjoyable stay, and the staff training was excellent! I&#39;ll definitely be back."
1140,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King Gardens By The Bay View,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted February 18, 2024",服務很周到，衞生棒棒噠，設施很完善，交通很便利，總體很滿意,2025-09-08 23:04:18,zh-TW,"The service is very thoughtful, the hygiene is great, the facilities are complete, the transportation is very convenient, and I am generally satisfied"
1141,D‍a‍b‍e‍i‍k‍e,Sands Premier King,Stayed in July 2023,Family,10.0,/10,Outstanding,"Posted August 7, 2023","這酒店不用説也知道，新加坡的標誌性建築，非常不錯，暑期價格也是非常高，下次應該還會入住該酒店
成人早餐:不錯。孩子很喜歡",2025-09-08 23:04:26,zh-TW,"This hotel is well-known, Singapore&#39;s landmark building, very nice, the summer price is also very high, next time I will stay in this hotel adult breakfast: good. The children like it very much"
1142,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in July 2023,Business traveller,8.5,/10,Very Good,"Posted September 14, 2023",暑假帶小朋友一起去的酒店 暑假的價格水漲船高 定的有點晚了 安排的房間在一樓 比較吵 後來和酒店溝通了 然後也提出換房間,2025-09-08 23:04:27,zh-TW,I took my kids to a hotel during the summer vacation. The prices were very high during the summer vacation. I booked a little late and was given a room on the first floor. It was quite noisy. I later discussed it with the hotel and asked to change rooms.
1143,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2024,Family,8.5,/10,Very Good,"Posted April 28, 2024",酒店周邊環境與地理位置都不錯，沒得挑，前台也有中文服務。,2025-09-08 23:04:29,zh-TW,"The hotel&#39;s surroundings and location are both good, nothing to complain about, and there is also Chinese service at the front desk."
1144,X‍i‍a‍o‍b‍i‍n‍-‍7‍7‍7,,Stayed in March 2024,Solo traveller,10.0,/10,Outstanding,"Posted March 19, 2024",房間很寬敞 前台服務熱情周到 頂樓無邊泳池太美了,2025-09-08 23:04:30,zh-TW,The room is spacious. The front desk service is warm and thoughtful. The rooftop infinity pool is beautiful.
1145,X‍i‍a‍n‍g‍x‍i‍a‍n‍g‍8‍7‍0‍9,,Stayed in July 2023,Family,8.0,/10,Very Good,"Posted July 12, 2023",房間設施還可以，跟國內酒店1000多的差不多，沒有浴缸，主要是樓頂無邊泳池不錯，帶孩子來是一定要來的，全球最大的無邊泳池，,2025-09-08 23:04:31,zh-TW,"The room facilities are OK, similar to those in domestic hotels over 1,000 yuan. There is no bathtub, but the rooftop infinity pool is nice. It is a must-see if you bring your children. It is the largest infinity pool in the world."
1146,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in June 2023,Couple,9.0,/10,Great,"Posted June 24, 2023",整體滿意 服務很貼心 就是丟了比較貴重的東西在泳池 酒店還是要加強下監管 畢竟全世界最貴的酒店就該確保可以有能力找到客户的丟失物品,2025-09-08 23:04:33,zh-TW,"Overall, I was satisfied with the service. The only problem was that I lost something valuable near the pool. The hotel needs to strengthen supervision. After all, the most expensive hotel in the world should ensure that it can find customers&#39; lost items."
1147,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier Double Queen Gardens By The Bay View,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted April 9, 2024",硬件不錯，小酒吧免費的食物多一些就更加對得起這個價格了,2025-09-08 23:04:33,zh-TW,"The hardware is good, and the price would be more justified if there were more free food in the small bar"
1148,q‍i‍c‍e‍d‍i‍a‍o,,Stayed in November 2023,Family,10.0,/10,Outstanding,"Posted December 15, 2023",Tower3除了房間內部設施老了一點其他都很滿意，尤其服務很耐心很親切！,2025-09-08 23:04:34,zh-TW,Tower 3 is very satisfactory except for the old facilities in the room. The service is very patient and friendly!
1149,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in October 2023,Family,9.0,/10,Great,"Posted October 5, 2023",泳池環境很好 房間不太大 但是有貼心的免費飲料提供 退房時間有點早 11點就要退房了,2025-09-08 23:04:35,zh-TW,"The pool is nice. The room is not very big, but there are free drinks provided. Check-out time is a bit early, as we have to check out at 11 o&#39;clock."
1150,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in June 2023,Travelling with friends,10.0,/10,Outstanding,"Posted June 23, 2023",金沙酒店配套設施齊全 出行方便 旁邊的商場餐飲行業齊全 頂層的無限泳池也是太好看啦 簡直美不勝收 有機會大家一定要去體驗一次,2025-09-08 23:04:36,zh-TW,"The Sands Hotel has complete supporting facilities and is convenient for transportation. The nearby shopping malls and restaurants are well-equipped. The infinity pool on the top floor is also very beautiful. If you have the chance, you must experience it once."
1151,X‍u‍a‍n‍y‍u‍e‍6‍5‍1‍6,,Stayed in July 2023,Family,10.0,/10,Outstanding,"Posted October 21, 2023",在新加坡最滿意的酒店之一，住的新裝修的樓，沒有味道，連裝飾品都很精緻，喜歡。視野很開闊，一眼就能看見濱海花園,2025-09-08 23:04:43,zh-TW,One of the most satisfying hotels in Singapore. The newly renovated building I stayed in has no smell and even the decorations are very exquisite. I like it. The view is very wide and you can see the Gardens by the Sea at a glance.
1152,j‍u‍l‍y‍8‍8‍8‍8‍8,,Stayed in February 2024,Family,7.0,/10,,"Posted February 24, 2024",除了57樓景無敵，其他就那樣吧。主要人實在太多了,2025-09-08 23:04:45,zh-TW,"Except for the invincible view on the 57th floor, the rest is just like that. There are too many people."
1153,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in March 2024,Travelling with friends,6.7,/10,,"Posted April 9, 2024",服務很一般 幫我處理問題説回電話直接沒有回,2025-09-08 23:04:46,zh-TW,"The service was average. They helped me solve the problem and said they would call me back, but they didn&#39;t."
1154,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2023,Family,10.0,/10,Outstanding,"Posted February 11, 2023",辦理入住沒到三點，酒店方提供了臨時卡，可以到57層去，用臨時卡上去，去時陽光燦爛，可惜沒帶泳衣！三點辦入住，下起了大雨，放晴後，在無邊泳池游泳有點冷！幸好酒店讓提前上去了，57層觀濱海灣，美景盡收眼裡！,2025-09-08 23:04:47,zh-TW,"Check-in wasn&#39;t until 3:00 AM, so the hotel provided a temporary pass that allowed us to go up to the 57th floor. It was sunny when we arrived, but unfortunately, I didn&#39;t bring my swimsuit! Check-in was at 3:00 AM, and it started to rain heavily. When it cleared up, it was a bit cold to swim in the infinity pool! Luckily, the hotel let us go up early, and we were treated to a breathtaking view of Marina Bay from the 57th floor!"
1155,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in January 2024,Family,10.0,/10,Outstanding,"Posted March 23, 2024",不愧是金沙！給我們升級了家庭房，超級好的服務和房間。,2025-09-08 23:04:49,zh-TW,"As expected of Sands! We were upgraded to a family room, with superb service and room."
1156,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in July 2023,Other,10.0,/10,Outstanding,"Posted July 19, 2023",其他體驗感覺都好，唯一就是辦理入住時間的等待太長了，不滿意！曾入住其他國家酒店，大多五星級酒店都是秒入住。,2025-09-08 23:04:50,zh-TW,"The other aspects of the experience were good, except for the long check-in time. I was not satisfied with it. I have stayed in hotels in other countries before, and most five-star hotels allow you to check in within seconds."
1157,Z‍C‍a‍i‍g‍e,,Stayed in December 2023,Travelling with friends,10.0,/10,Outstanding,"Posted December 25, 2023",房間很大，好像少了一套沙發，酒店服務設施，人員態度非常好👍,2025-09-08 23:04:51,zh-TW,"The room is very big, but it seems to be missing a sofa. The hotel service facilities and staff attitude are very good👍"
1158,Z‍h‍i‍z‍u‍z‍h‍i‍b‍u‍z‍u‍～,,Stayed in December 2022,Family,10.0,/10,Outstanding,"Posted December 21, 2022",一次美好的回憶，值得再次入住～～～,2025-09-08 23:04:53,zh-TW,"A wonderful memory, worth staying again~~~"
1159,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted February 20, 2024",房間寬大舒適，樓頂無邊泳池超棒，非常適合帶小朋友,2025-09-08 23:04:53,zh-TW,"The room is spacious and comfortable, and the rooftop infinity pool is great, perfect for bringing children"
1160,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2024,Other,10.0,/10,Outstanding,"Posted April 3, 2024","設施：不錯
衞生：不錯
環境：很好
服務：很好",2025-09-08 23:04:54,zh-TW,Facilities: Good Hygiene: Good Environment: Very good Service: Very good
1161,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in December 2022,Family,10.0,/10,Outstanding,"Posted March 12, 2023",從房間的窗户看到的夜景很美,2025-09-08 23:05:02,zh-TW,The night view from the room window is beautiful
1162,A‍n‍o‍n‍y‍m‍o‍u‍s‍ ‍U‍s‍e‍r,,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted March 23, 2024","設施：還行
衞生：可以
環境：很好
服務：很好",2025-09-08 23:05:02,zh-TW,Facilities: OK Hygiene: OK Environment: Very good Service: Very good
1163,M‍e‍i‍l‍i‍d‍e‍l‍v‍x‍i‍n‍g‍r‍i‍m‍e‍n‍g,,Stayed in October 2023,Family,10.0,/10,Outstanding,"Posted December 6, 2023",性價比不高，住一晚上體驗下可以，去購物中心和藝術中心很方便。前台有中文翻譯。,2025-09-08 23:05:03,zh-TW,"The price/performance ratio is not high, but it is ok to stay for one night to experience it. It is very convenient to go to the shopping mall and art center. There is a Chinese interpreter at the front desk."
1164,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in May 2024,Family,10.0,/10,Outstanding,"Posted May 9, 2024",窗外風景特別漂亮，正對着濱海灣花園,2025-09-08 23:05:05,zh-TW,"The view outside the window is very beautiful, facing the Gardens by the Bay"
1165,F‍n‍a‍r‍k‍l,,Stayed in December 2023,Family,10.0,/10,Outstanding,"Posted February 1, 2024",名不虛傳，風景一流；服務周到，周邊購物、遊玩都非常方便。,2025-09-08 23:05:06,zh-TW,"The hotel is well-deserved of its reputation, with first-class scenery, considerate service, and convenient shopping and sightseeing in the surrounding area."
1166,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2024,Family,8.0,/10,Very Good,"Posted February 19, 2024",服務滿意，但二樓房間太吵，晚上都沒辦法入睡。,2025-09-08 23:05:07,zh-TW,"The service was satisfactory, but the room on the second floor was too noisy and I couldn&#39;t sleep at night."
1167,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in March 2024,Travelling with friends,9.0,/10,Great,"Posted May 29, 2024",服務到位，位置優越，安排的樓層也不錯。,2025-09-08 23:05:09,zh-TW,"Good service, great location, and a good floor."
1168,A‍n‍o‍n‍y‍m‍o‍u‍s‍ ‍U‍s‍e‍r,,Stayed in August 2023,Family,9.0,/10,Great,"Posted November 9, 2023","新加坡的地標建築了，樓頂的游泳區沒有想象的大，但風景無敵。
新加坡這個地方適合親子旅行",2025-09-08 23:05:10,zh-TW,"Singapore&#39;s landmark building, the rooftop swimming area is not as big as expected, but the scenery is invincible. Singapore is a place suitable for family travel"
1169,H‍u‍g‍o‍_‍Z‍h‍a‍n‍g‍0‍7,,Stayed in February 2024,Family,9.5,/10,Amazing,"Posted April 29, 2024",老舊了一些 能住 肯定要住一下  無邊泳池好,2025-09-08 23:05:11,zh-TW,"It&#39;s a bit old, but if you can live there, you must stay in an infinity pool."
1170,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King,Stayed in May 2024,Solo traveller,10.0,/10,Outstanding,"Posted June 2, 2024",很好，房間新裝修的。服務也很好,2025-09-08 23:05:13,zh-TW,"Very good, the room is newly renovated. The service is also very good"
1171,T‍i‍a‍n‍d‍a‍o‍c‍h‍o‍u‍q‍i‍n‍8‍5‍8‍8,,Stayed in May 2024,Family,10.0,/10,Outstanding,"Posted July 30, 2024",位置很好，服務熱情。設施稍有陳舊,2025-09-08 23:05:21,zh-TW,"Great location, friendly service. The facilities are a bit old"
1172,T‍i‍n‍a‍8‍1‍7‍1‍7,Sands Premier King Gardens By The Bay View,Stayed in August 2024,Family,10.0,/10,Outstanding,"Posted October 6, 2024",很難忘，購物遊玩很方便,2025-09-08 23:05:22,zh-TW,"Very memorable, very convenient for shopping and sightseeing"
1173,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted April 18, 2024",安排的房間很不錯，樓層高景色好！乾淨衞生！,2025-09-08 23:05:23,zh-TW,"The room was very nice, high floor with a great view! Clean and hygienic!"
1174,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in July 2024,Family,10.0,/10,Outstanding,"Posted July 14, 2024",考慮周到，安排的很合理👍,2025-09-08 23:05:25,zh-TW,Thoughtful and well-arranged 👍
1175,X‍u‍l‍i‍s‍h‍e‍n,,Stayed in February 2024,Travelling with friends,7.5,/10,,"Posted April 11, 2024",酒店太大，一定要講清楚新的房間，提前訂。,2025-09-08 23:05:26,zh-TW,"The hotel is too big, so be sure to clarify the new room and book it in advance."
1176,_‍5‍.‍y‍a‍n‍.‍6‍.‍s,,Stayed in July 2023,Other,10.0,/10,Outstanding,"Posted August 4, 2023",新加坡標誌性酒店，總要來一次，房間視野好，看日出日落，賞晚霞與星空，很喜歡這裏，。這裏真的很浪漫🤗,2025-09-08 23:05:27,zh-TW,"This iconic hotel in Singapore is a must-visit. The room has a great view, allowing you to watch the sunrise and sunset, the sunset glow, and the starry sky. I love it here. It&#39;s really romantic here."
1177,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier Suite King Gardens By The Bay View,Stayed in January 2024,Family,10.0,/10,Outstanding,"Posted February 2, 2024",房間衞生乾淨 服務超級貼心 餐品種類多且好吃,2025-09-08 23:05:29,zh-TW,The room is clean and the service is very considerate. The food is varied and delicious.
1178,S‍h‍i‍w‍a‍n‍m‍u‍m‍u‍y‍a,,Stayed in July 2023,Family,10.0,/10,Outstanding,"Posted July 29, 2023",還得是金沙 風景無敵 泳池孩子非常喜歡 退房超級方便 我家娃説要是一個星期都住金沙就好了😂,2025-09-08 23:05:30,zh-TW,"The view from the Golden Sands is amazing, and the kids love it. Checking out is super convenient, and my kid said it would be great if he could stay at the Golden Sands for the whole week."
1179,P‍a‍n‍t‍a‍i‍t‍a‍i,,Stayed in August 2023,Family,10.0,/10,Outstanding,"Posted August 18, 2023",早餐很好，1樓和57樓都有。華人禮遇不錯。不會英文的長者家自己去入住也不會有問題。,2025-09-08 23:05:31,zh-TW,"The breakfast is very good, available on both the 1st and 57th floors. The Chinese hospitality is good. Elderly people who don&#39;t speak English will have no problem checking in on their own."
1180,W‍a‍n‍g‍ ‍J‍i,,Stayed in December 2023,Family,10.0,/10,Outstanding,"Posted March 13, 2024",景色很不錯，房間很舒服，出腳方便，一樓自助餐很豐盛,2025-09-08 23:05:33,zh-TW,"The view is great, the room is comfortable, easy to get around, and the buffet on the first floor is very rich"
1181,X‍i‍h‍u‍a‍n‍h‍u‍a‍n‍y‍o‍u‍s‍h‍i‍j‍i‍e‍d‍e‍l‍v‍x‍i‍n‍g‍d‍a‍r‍e‍n,,Stayed in December 2022,Business traveller,10.0,/10,Outstanding,"Posted January 7, 2023",酒店真是太漂亮了，絕對是到新加坡必住的酒店，前台員工非常專業和禮貌，剛好碰到一位台灣的服務員Jerry Auyang，留下來深刻的印象。另外酒店裡有**，還有高檔購物中心和各種小吃，真是太方便了。另外頂樓的無邊際游泳池絕對要打卡。,2025-09-08 23:05:41,zh-TW,"This hotel is absolutely stunning and a must-stay in Singapore. The front desk staff was incredibly professional and polite. I even happened to meet Jerry Auyang, a Taiwanese waiter, who left a lasting impression. The hotel is also conveniently located near a casino, a high-end shopping mall, and a variety of eateries. The rooftop infinity pool is a must-see."
1182,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in June 2023,Family,10.0,/10,Outstanding,"Posted July 4, 2023",帶多孩子出遊，選了金沙，衞生，服務各方面都很滿意，特別是無限次進出泳池，按摩池很棒，有機會再來。,2025-09-08 23:05:42,zh-TW,"We traveled with many children and chose Sands. We were very satisfied with the hygiene and service, especially the unlimited entry and exit of the swimming pool. The massage pool was great and we would come again if we had the chance."
1183,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in March 2024,Family,10.0,/10,Outstanding,"Posted March 19, 2024",空中花園很漂亮，無邊泳池更是令人驚歎,2025-09-08 23:05:43,zh-TW,The sky garden is beautiful and the infinity pool is amazing
1184,ᝰlizi🎀꩓,Sands Premier King,Stayed in April 2024,Family,10.0,/10,Outstanding,"Posted June 23, 2024",網紅酒店了，一站式服務，整體很棒,2025-09-08 23:05:45,zh-TW,"Internet celebrity hotel, one-stop service, overall great"
1185,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in January 2024,Family,10.0,/10,Outstanding,"Posted February 18, 2024",頂層泳池太讚了，服務很好，下次還要繼續入住,2025-09-08 23:05:46,zh-TW,"The rooftop swimming pool is amazing, the service is great, I will stay here again next time"
1186,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in April 2023,Family,10.0,/10,Outstanding,"Posted April 29, 2023","前台小姐姐非常Nice幫我們升級了行政套房，非常漂亮舒服，其他服務人員都很Nice, 非常好的一次體驗，下次來還要入住",2025-09-08 23:05:47,zh-TW,"The lady at the front desk was very nice and helped us upgrade to an executive suite, which was very beautiful and comfortable. The other service staff were also very nice. It was a very good experience and I will stay here again next time."
1187,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King,Stayed in March 2024,Travelling with friends,10.0,/10,Outstanding,"Posted March 11, 2024",住在豪華大床房，視野開闊、景色無敵。,2025-09-08 23:05:49,zh-TW,"Staying in a deluxe king-size room, you will have a wide view and an unbeatable scenery."
1188,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in November 2022,Business traveller,10.0,/10,Outstanding,"Posted November 20, 2022",乾淨方便服務okay,2025-09-08 23:05:50,zh-TW,Clean and convenient service okay
1189,Z‍h‍a‍o‍j‍i‍n‍g‍j‍i‍n‍g‍1‍9‍9‍0,,Stayed in October 2023,Travelling with friends,8.0,/10,Very Good,"Posted December 29, 2023","設施：酒店設施舊
衞生：很好
環境：相當👌
服務：工作人員很熱情",2025-09-08 23:05:50,zh-TW,Facilities: Hotel facilities are old. Hygiene: very good. Environment: quite 👌. Service: The staff are very enthusiastic.
1190,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in April 2024,Family,10.0,/10,Outstanding,"Posted May 1, 2024",位置得天獨厚，酒店服務非常不錯,2025-09-08 23:05:51,zh-TW,The location is unique and the hotel service is very good
