reviewer_name,rating,review_text,date,review_source,extraction_timestamp,review_detected_lang,review_translated
Jessy Eik,5/5,"Was upgraded to sky view room, is worth the stay. Room was spacious and the city view was breath taking.

The only problem is during the booking of pool time slot. Wouldn't it better to allow guest to secure the time slot upon hotel booking? Because when I get the access to book 1 day before my stay, all slots are booked and only left the earliest and the latest.","Edited 4 years ago on 
Google",Google,2025-09-21 21:45:19,error,"Was upgraded to sky view room, is worth the stay. Room was spacious and the city view was breath taking.

The only problem is during the booking of pool time slot. Wouldn't it better to allow guest to secure the time slot upon hotel booking? Because when I get the access to book 1 day before my stay, all slots are booked and only left the earliest and the latest."
Trip.com Member,5/5,It is a wonderful experience and memorable. We are very happy with the service and the environment. We will be back again,"8 months ago on 
Trip.com",Trip.com,2025-09-21 21:45:23,error,It is a wonderful experience and memorable. We are very happy with the service and the environment. We will be back again
Christopher Kannesan,5/5,"This is an amazing place! Something for everyone, from shopping for top designer brands to some exclusive restaurants. There are cheaper food options at the food court, which taste pretty good too. Lots of events take place the the convention center on a daily basis. Look out for traffic jams and ridiculously expensive parking. Take a train or Grab if you can.","2 years ago on 
Google",Google,2025-09-21 21:45:23,error,"This is an amazing place! Something for everyone, from shopping for top designer brands to some exclusive restaurants. There are cheaper food options at the food court, which taste pretty good too. Lots of events take place the the convention center on a daily basis. Look out for traffic jams and ridiculously expensive parking. Take a train or Grab if you can."
Hugh Hucklesby,5/5,Very high end and flashy mall. Lots of high end brands so keep that in mind. Food court is good although very busy. Food vendors were not very good at facilitating for dietary requirements. Pretty much everything was cooked with or in peanut oil. Keep this in mind,"2 years ago on 
Google",Google,2025-09-21 21:45:26,error,Very high end and flashy mall. Lots of high end brands so keep that in mind. Food court is good although very busy. Food vendors were not very good at facilitating for dietary requirements. Pretty much everything was cooked with or in peanut oil. Keep this in mind
Myat Thazin,5/5,"I was visiting to enjoy the water dance show, it's really amazing 🤩.
And there are a lot of background views you can play for your social media.
Love it! …","a year ago on 
Google",Google,2025-09-21 21:45:26,error,"I was visiting to enjoy the water dance show, it's really amazing 🤩.
And there are a lot of background views you can play for your social media.
Love it! …"
Hoàng Nguyễn,4/5,"This is a luxury and signature landmark in Singapore that everyone who travel to Singapore all want to visit this place to enjoy the food, shopping mall, sceneries and the out-standing atmosphere here. There are plenty of shopping mall and restaurant here, you can visit it in the evening to feel the delighted and outgoing activities here. However the price here is quite high but worthy.","2 years ago on 
Google",Google,2025-09-21 21:45:26,error,"This is a luxury and signature landmark in Singapore that everyone who travel to Singapore all want to visit this place to enjoy the food, shopping mall, sceneries and the out-standing atmosphere here. There are plenty of shopping mall and restaurant here, you can visit it in the evening to feel the delighted and outgoing activities here. However the price here is quite high but worthy."
Leing streboR,5/5,I love my stay in this resort at the heart of the city bay. The infinity pool is awesome 😎 the food buffet is exquisite! They cater world foods right up the roof top overlooking the city and the bay. …,"2 years ago on 
Google",Google,2025-09-21 21:45:29,error,I love my stay in this resort at the heart of the city bay. The infinity pool is awesome 😎 the food buffet is exquisite! They cater world foods right up the roof top overlooking the city and the bay. …
Ezzy,5/5,Great place to visit. Don't miss the light show.,"6 months ago on 
Google",Google,2025-09-21 21:45:29,error,Great place to visit. Don't miss the light show.
Michael Amaleona,5/5,Very stunningly beautiful place. Great for tourists spot. Just a friendly reminder wear a smart casual outfit to go in the sky park area.,"a year ago on 
Google",Google,2025-09-21 21:45:38,error,Very stunningly beautiful place. Great for tourists spot. Just a friendly reminder wear a smart casual outfit to go in the sky park area.
Baxby,3/5,It’s a nice hotel with a steep price tag.  Checking in was chaotic.  People seemed loss where to go.  I noticed 2 guys in suits carrying iPads but they would occasionally disappear.  Waiting for your turn to check in is a lengthy process. …,"3 years ago on 
Google",Google,2025-09-21 21:45:41,error,It’s a nice hotel with a steep price tag.  Checking in was chaotic.  People seemed loss where to go.  I noticed 2 guys in suits carrying iPads but they would occasionally disappear.  Waiting for your turn to check in is a lengthy process. …
Brandon Leong,5/5,A luxurious 5 stars hotel with a high end mall attached to it. Lots to do around the area and the surrounding scenery is just gorgeous. The malls is filled with many high end brands and restaurants as well. Definitely a must visit place.,"2 years ago on 
Google",Google,2025-09-21 21:45:43,error,A luxurious 5 stars hotel with a high end mall attached to it. Lots to do around the area and the surrounding scenery is just gorgeous. The malls is filled with many high end brands and restaurants as well. Definitely a must visit place.
sutirtha sengupta,5/5,"Super nice, get yourself pampered","2 months ago on 
Google",Google,2025-09-21 21:45:43,error,"Super nice, get yourself pampered"
mrjoey15,4/5,"multi complex shopping mall with plenty of attraction. From hotel, Casino to Museum you can enjoy a day in here. Almost every famous fashion brand can be find in here and also with the famous Singapore restaurant. It’s really good place to avoid the heat and a must visit place in Singapore.","3 years ago on 
Google",Google,2025-09-21 21:45:47,error,"multi complex shopping mall with plenty of attraction. From hotel, Casino to Museum you can enjoy a day in here. Almost every famous fashion brand can be find in here and also with the famous Singapore restaurant. It’s really good place to avoid the heat and a must visit place in Singapore."
Thomas L,5/5,"Marina Bay Sands is an iconic hotel and entertainment complex that is truly impressive. The hotel boasts breathtaking views of the city skyline and the Marina Bay area. The rooms are spacious, well-appointed, and come with all the modern amenities that you would expect from a luxury hotel.

One of the highlights of Marina Bay Sands is the SkyPark, which offers panoramic views of the city from its observation deck.","2 years ago on 
Google",Google,2025-09-21 21:45:47,error,"Marina Bay Sands is an iconic hotel and entertainment complex that is truly impressive. The hotel boasts breathtaking views of the city skyline and the Marina Bay area. The rooms are spacious, well-appointed, and come with all the modern amenities that you would expect from a luxury hotel.

One of the highlights of Marina Bay Sands is the SkyPark, which offers panoramic views of the city from its observation deck."
Souryu Leon,2/5,"Place isn't really convenient except for Casino, Hotel room was quite ok but the service staff's attitude is very poor. Doorman also got very negative attitude towards guest and the people.","10 months ago on 
Google",Google,2025-09-21 21:45:50,error,"Place isn't really convenient except for Casino, Hotel room was quite ok but the service staff's attitude is very poor. Doorman also got very negative attitude towards guest and the people."
Hari Yaparla,5/5,No one can explain about this place in words. Must visit place in Singapore it has beautiful view from 57th floor and we can chill and enjoy the sunset from this building. It’s five star hotel having ship on three buildings.,"2 years ago on 
Google",Google,2025-09-21 21:45:54,error,No one can explain about this place in words. Must visit place in Singapore it has beautiful view from 57th floor and we can chill and enjoy the sunset from this building. It’s five star hotel having ship on three buildings.
Jeff,5/5,Iconic Singapore location that you have to experience at least once in your life,"6 months ago on 
Google",Google,2025-09-21 21:45:54,error,Iconic Singapore location that you have to experience at least once in your life
Paul Francis,5/5,"Credit to the team here - we had a couple of issues initially but they have gone out of their way to make our stay a memorable one (for a milestone birthday). Things happen, but the response and customer first approach is very much appreciated. And, yes, amazing views and incredible rooftop pool. We had dinner at Spago, which was excellent - flowers for my wife's birthday were a great touch. Thank you.","3 years ago on 
Google",Google,2025-09-21 21:45:57,error,"Credit to the team here - we had a couple of issues initially but they have gone out of their way to make our stay a memorable one (for a milestone birthday). Things happen, but the response and customer first approach is very much appreciated. And, yes, amazing views and incredible rooftop pool. We had dinner at Spago, which was excellent - flowers for my wife's birthday were a great touch. Thank you."
V C,5/5,"Things I didn't know:
Pool access is no longer restricted to one entry per day as it was until recently - you can now go whenever you want …","3 years ago on 
Google",Google,2025-09-21 21:46:09,error,"Things I didn't know:
Pool access is no longer restricted to one entry per day as it was until recently - you can now go whenever you want …"
李白,5/5,The boss is very nice and patient. I like this restaurant very much. The most important thing is that the boss has a great attitude and the food is delicious. I give it a thumbs up! !,"a year ago on 
Google",Google,2025-09-21 21:46:11,error,The boss is very nice and patient. I like this restaurant very much. The most important thing is that the boss has a great attitude and the food is delicious. I give it a thumbs up! !
Malcom Neo,5/5,"Good clean room, close to all attractions, in the middle of singapore with close proximity to the train system.
Good view. Able to watch the garden by the bay supertree grove night light show.
Do spare some time to visit the infinity pool and sky park.","2 years ago on 
Google",Google,2025-09-21 21:46:15,error,"Good clean room, close to all attractions, in the middle of singapore with close proximity to the train system.
Good view. Able to watch the garden by the bay supertree grove night light show.
Do spare some time to visit the infinity pool and sky park."
Vaderstar,5/5,"The hotel, staff and services surpass any expectations you may have. I enjoyed a pleasant two week stay whilst on business. No request was too much. Will definitely revisit when in Singapore next.   I am yet to experience the same level of service at any hotel in the UK.","4 years ago on 
Google",Google,2025-09-21 21:46:19,error,"The hotel, staff and services surpass any expectations you may have. I enjoyed a pleasant two week stay whilst on business. No request was too much. Will definitely revisit when in Singapore next.   I am yet to experience the same level of service at any hotel in the UK."
Aziz Khalid,2/5,"The check in was not as smooth as it usually is, I wasn’t offered water or a towel.

Bathroom: old and has an unpleasant sewage smell.

Room: needs renovation for the current price tag, room does not offer extra features that are worth it. They only offer complementary water and soda.
The cost per floor is absurd so the higher the floor the more expensive.
The key stopped on the third day and had to wait 10 minutes to have a replacement key.

Bed: is stiff and and on the short side by your feet also the cover sounds like it has plastic.

Locations: is good but not perfect since it seems like being on an a bridge or over water","a year ago on 
Google",Google,2025-09-21 21:46:19,error,"The check in was not as smooth as it usually is, I wasn’t offered water or a towel.

Bathroom: old and has an unpleasant sewage smell.

Room: needs renovation for the current price tag, room does not offer extra features that are worth it. They only offer complementary water and soda.
The cost per floor is absurd so the higher the floor the more expensive.
The key stopped on the third day and had to wait 10 minutes to have a replacement key.

Bed: is stiff and and on the short side by your feet also the cover sounds like it has plastic.

Locations: is good but not perfect since it seems like being on an a bridge or over water"
Kate Driskell,4/5,"This isn't really a hotel, it's a captured resort experience. The rooms are enormous, fabulous and the housekeeping is absolutely top notch; we did not want for bottled water and juices over our 5 night stay.

The views are great if you get a high enough room and if you really want access to the pool then you must be booked into a high enough floor to be allowed. Access to the pool is strictly by one room key being presented per adult.

Where this place really falls down is that you absolutely must place a reservation if you want to eat. We were turned away at every single restaurant on the night we arrived and ended up having to order room service food. Inevitably wth a place this size, even despite the insulated trolley, it was cold by the time it got to us. For those of us who are more spontaneous, this is frustrating.","2 years ago on 
Google",Google,2025-09-21 21:46:22,error,"This isn't really a hotel, it's a captured resort experience. The rooms are enormous, fabulous and the housekeeping is absolutely top notch; we did not want for bottled water and juices over our 5 night stay.

The views are great if you get a high enough room and if you really want access to the pool then you must be booked into a high enough floor to be allowed. Access to the pool is strictly by one room key being presented per adult.

Where this place really falls down is that you absolutely must place a reservation if you want to eat. We were turned away at every single restaurant on the night we arrived and ended up having to order room service food. Inevitably wth a place this size, even despite the insulated trolley, it was cold by the time it got to us. For those of us who are more spontaneous, this is frustrating."
Edward H,4/5,"This hotel was honestly one of my favourite holiday getaway destinations. The rooms were amazing and facilities, food etc were very good. But, some of the rules like smoking etc aren’t enforced very well.","2 years ago on 
Google",Google,2025-09-21 21:46:27,error,"This hotel was honestly one of my favourite holiday getaway destinations. The rooms were amazing and facilities, food etc were very good. But, some of the rules like smoking etc aren’t enforced very well."
Sahil Mittal,5/5,"Awesome experience visiting Marina Bay. We watched the water show, walked along the river. Although, water show is nothing special. But scenery around is quite good and gives you a feel of modern city life.","2 years ago on 
Google",Google,2025-09-21 21:46:27,error,"Awesome experience visiting Marina Bay. We watched the water show, walked along the river. Although, water show is nothing special. But scenery around is quite good and gives you a feel of modern city life."
CY H,3/5,"Stay here for one night, I think it’s a bit too expensive compare to its service and room. PS. the hotel is pretty!
20 minutes drive from Changi Airport, a mall to access just next to the hotel, and Marina Gardens by the bay also not so far away, there’s a bridge from the hotel to let you go to the garden.","2 years ago on 
Google",Google,2025-09-21 21:46:27,error,"Stay here for one night, I think it’s a bit too expensive compare to its service and room. PS. the hotel is pretty!
20 minutes drive from Changi Airport, a mall to access just next to the hotel, and Marina Gardens by the bay also not so far away, there’s a bridge from the hotel to let you go to the garden."
Dip My Toe Travel,5/5,"There are some places you book and you have a clear idea of what you think it will be like - Marina Bay Sands delivered on our expectations. Yes it’s pricey but you’re paying for more than just a room. Views are incredible, we had views of gardens by the bay from our room, the infinity pool was a brilliant experience and having the whole Marina Bay Area on your doorstep is the perfect location to explore Singapore.","2 years ago on 
Google",Google,2025-09-21 21:46:30,error,"There are some places you book and you have a clear idea of what you think it will be like - Marina Bay Sands delivered on our expectations. Yes it’s pricey but you’re paying for more than just a room. Views are incredible, we had views of gardens by the bay from our room, the infinity pool was a brilliant experience and having the whole Marina Bay Area on your doorstep is the perfect location to explore Singapore."
Ron Chui,5/5,"Where do I start... this hotel is one of the best hotels I've stayed in. We would highly recommend booking a suite facing the city. It is not only beautiful, but waking up on the 50+ floors you feel like a king. I would recommend staying 2 …","2 years ago on 
Google",Google,2025-09-21 21:46:39,error,"Where do I start... this hotel is one of the best hotels I've stayed in. We would highly recommend booking a suite facing the city. It is not only beautiful, but waking up on the 50+ floors you feel like a king. I would recommend staying 2 …"
Pumin,5/5,"It's the most popular Singapore land mark for tourists. It has nice infinity pool, casino, shopping mall, restaurant and many more! The command of city view from the infinity pool about 60 stories up is awesome, you can see beautiful Singapore bay view from there!","3 years ago on 
Google",Google,2025-09-21 21:46:43,error,"It's the most popular Singapore land mark for tourists. It has nice infinity pool, casino, shopping mall, restaurant and many more! The command of city view from the infinity pool about 60 stories up is awesome, you can see beautiful Singapore bay view from there!"
Richard,5/5,"The Marina Bay Sands hotel is THE best hotel in Singapore.

I’ve stayed 4 times to date. The staff are impeccably professional and truly care about you. All of them. They truly want you to enjoy all that the hotel and Singapore offer. Extremely polite, courteous, professional, warm and they smile and laugh too!!

The facilities are second to none. From the absolutely amazing laundry to the incredible breakfast and dinners, utterly stunning roof top pool to swim, rest, incredible views and lots of pics!!!!

MBS works like clockwork. It’s immaculately clean throughout, the amazingly stunning displays in the atrium and hall created in house, check in a dream and so informative to the incredible caring staff who come over and talk to you.

5 stars isn’t high enough. If you stay in Singapore, stay here. You’ll love it and create memories that’ll last a lifetime.","2 years ago on 
Google",Google,2025-09-21 21:46:45,error,"The Marina Bay Sands hotel is THE best hotel in Singapore.

I’ve stayed 4 times to date. The staff are impeccably professional and truly care about you. All of them. They truly want you to enjoy all that the hotel and Singapore offer. Extremely polite, courteous, professional, warm and they smile and laugh too!!

The facilities are second to none. From the absolutely amazing laundry to the incredible breakfast and dinners, utterly stunning roof top pool to swim, rest, incredible views and lots of pics!!!!

MBS works like clockwork. It’s immaculately clean throughout, the amazingly stunning displays in the atrium and hall created in house, check in a dream and so informative to the incredible caring staff who come over and talk to you.

5 stars isn’t high enough. If you stay in Singapore, stay here. You’ll love it and create memories that’ll last a lifetime."
Eilidh Anne Easter,5/5,"Get the VIP package, you won't regret it.  Package includes a higher floor, soaking tub by a window, sunset drinks, breakfast, infinity pool access and vip buffet.  Service is impeccable.  Stroll the Marina and take in everything that area has to offer including dining, fountains, Singaporean lifestyle events plus so much more.  I can't wait to return to this magical place.","3 years ago on 
Google",Google,2025-09-21 21:46:48,error,"Get the VIP package, you won't regret it.  Package includes a higher floor, soaking tub by a window, sunset drinks, breakfast, infinity pool access and vip buffet.  Service is impeccable.  Stroll the Marina and take in everything that area has to offer including dining, fountains, Singaporean lifestyle events plus so much more.  I can't wait to return to this magical place."
Jonathan T,5/5,"One of the best hotels in Singapore. The rooms were spacious, clean and classy. The views in the day and at night were spectacular. The Infinity Pool was jaw-dropping. There were many shopping and eatery outlets available as well. We had a pleasant experience.","Edited 4 years ago on 
Google",Google,2025-09-21 21:46:52,error,"One of the best hotels in Singapore. The rooms were spacious, clean and classy. The views in the day and at night were spectacular. The Infinity Pool was jaw-dropping. There were many shopping and eatery outlets available as well. We had a pleasant experience."
Cristian Santayana,5/5,"This place is pricey, but worth it. We spent most of our stay in another great hotel (The Clan) but had to do one night here for the experience.

The pool itself is worth the price of admission. We spent most of our time there in the pool.

I really recommend Spaggo, but also really recommend reservations for anything, places get full and busy all the time.","3 years ago on 
Google",Google,2025-09-21 21:46:52,error,"This place is pricey, but worth it. We spent most of our stay in another great hotel (The Clan) but had to do one night here for the experience.

The pool itself is worth the price of admission. We spent most of our time there in the pool.

I really recommend Spaggo, but also really recommend reservations for anything, places get full and busy all the time."
Daniela Leguizamon Stevenson,3/5,You pay for the pool view that is amazing!!! The building itself is so beautiful. But the facilities are not the most comfortable ones. Small bedroom with small bed (Roberto Cavalli amenities tho) . Crowded pool (I had to deal with that to take a good picture) The restaurants are super expensive. (For us as westerns traveling with a toddler was  super difficult to find good western/international food close to the hotel) Definitely not for families . If you need a playground or a kids club for your kids they will tell you to visit the mall… incredible! However if you are in a party-all-night mood can be convenient as there are so many choices. For me it’s too overrated.,"2 years ago on 
Google",Google,2025-09-21 21:46:55,error,You pay for the pool view that is amazing!!! The building itself is so beautiful. But the facilities are not the most comfortable ones. Small bedroom with small bed (Roberto Cavalli amenities tho) . Crowded pool (I had to deal with that to take a good picture) The restaurants are super expensive. (For us as westerns traveling with a toddler was  super difficult to find good western/international food close to the hotel) Definitely not for families . If you need a playground or a kids club for your kids they will tell you to visit the mall… incredible! However if you are in a party-all-night mood can be convenient as there are so many choices. For me it’s too overrated.
marco,5/5,Super... Music and light every night..,"a month ago on 
Google",Google,2025-09-21 21:46:58,error,Super... Music and light every night..
Ralph Hendrich,5/5,"Fabulous weekend at MBS hotel (Tower 1 room). Fantastic room, great views and exceptional service. Loved every minute and felt very pampered!","a year ago on 
Google",Google,2025-09-21 21:47:02,error,"Fabulous weekend at MBS hotel (Tower 1 room). Fantastic room, great views and exceptional service. Loved every minute and felt very pampered!"
Radoslaw Szafarz,4/5,"The rooftop view (esp. during sunset) is obviously amazing. Sadly- I could not get to any of the rooftop bars (all 3 towers). They were all packed, and that- on a Wednesday. So, irrespective of a weekday- a reservation would be recommended these days.
Those wishing to enjoy the view- please go up to the 57th floor.","2 years ago on 
Google",Google,2025-09-21 21:47:04,error,"The rooftop view (esp. during sunset) is obviously amazing. Sadly- I could not get to any of the rooftop bars (all 3 towers). They were all packed, and that- on a Wednesday. So, irrespective of a weekday- a reservation would be recommended these days.
Those wishing to enjoy the view- please go up to the 57th floor."
Tim Lee,5/5,"Booking our wedding at MBS was the best decision of our life. The event manager, Rachel Ho, was very attentive to all our needs and went above and beyond in making our wedding a pleasant and memorable event. Her experience helped us …","2 years ago on 
Google",Google,2025-09-21 21:47:17,error,"Booking our wedding at MBS was the best decision of our life. The event manager, Rachel Ho, was very attentive to all our needs and went above and beyond in making our wedding a pleasant and memorable event. Her experience helped us …"
Dr. Eric Vanek,4/5,"Visited the observation deck, worth the money & the view... Next time I would book a reservation to eat at the top , this was a quick tour after a nice walk through the cloud forest ....","Edited a year ago on 
Google",Google,2025-09-21 21:47:21,error,"Visited the observation deck, worth the money & the view... Next time I would book a reservation to eat at the top , this was a quick tour after a nice walk through the cloud forest ...."
Bony. Ndc,5/5,A scenic view from 57th floor.,"2 months ago on 
Google",Google,2025-09-21 21:47:23,error,A scenic view from 57th floor.
Dani Del carmen Villavieja,5/5,"We came to this hotel in 2017. it is an amazing hotel, very modern and stylish. Superb Swimming Pool, the views are amazing. A hotel that you have to experience at least once in your life.

Location is great for the views, but not for the walking part. A bit far from main stuff in Singapore. However, you can use metro to go anywhere. A pity we could not stay longer, because the holidays were over. We will have to come back once this pandemic is gone!","3 years ago on 
Google",Google,2025-09-21 21:47:28,error,"We came to this hotel in 2017. it is an amazing hotel, very modern and stylish. Superb Swimming Pool, the views are amazing. A hotel that you have to experience at least once in your life.

Location is great for the views, but not for the walking part. A bit far from main stuff in Singapore. However, you can use metro to go anywhere. A pity we could not stay longer, because the holidays were over. We will have to come back once this pandemic is gone!"
Trip.com Member,5/5,"Fantastic hotel with good location. Garden by the bay is in walking distance. Bayffont mrt station also in walking distance. Food court with so many delicious food, can try luck in mbs casino as well.","a year ago on 
Trip.com",Trip.com,2025-09-21 21:47:31,error,"Fantastic hotel with good location. Garden by the bay is in walking distance. Bayffont mrt station also in walking distance. Food court with so many delicious food, can try luck in mbs casino as well."
Estephanie Credo,5/5,"Great experience!!! Staff from bell boy to housekeeping, receptionist, etc were soooo accommodating, respectful and helpful! Please keep up the good work!
To name a few, Ian(receiving area) Erika (check in) , Geraldine (info desk receiving take in orders for in room breakfast, perdith (BFast).
Great job for making our stay meaningful! We would definitely come back!","a year ago on 
Google",Google,2025-09-21 21:47:31,error,"Great experience!!! Staff from bell boy to housekeeping, receptionist, etc were soooo accommodating, respectful and helpful! Please keep up the good work!
To name a few, Ian(receiving area) Erika (check in) , Geraldine (info desk receiving take in orders for in room breakfast, perdith (BFast).
Great job for making our stay meaningful! We would definitely come back!"
david bacon,5/5,Only visited the rooftop observation platform but what an experience. The views over Singapore are absolutely amazing. Cost was 22 Singapore dollars and worth every cent. If you're in Singapore this is definitely a must do.,"2 years ago on 
Google",Google,2025-09-21 21:47:35,error,Only visited the rooftop observation platform but what an experience. The views over Singapore are absolutely amazing. Cost was 22 Singapore dollars and worth every cent. If you're in Singapore this is definitely a must do.
Herb Lauw,5/5,"I visited to shop, eat and go up to the observation deck. You won't be disappointed with anything. The views from the top was amazing. I will be back for sure.","a year ago on 
Google",Google,2025-09-21 21:47:39,error,"I visited to shop, eat and go up to the observation deck. You won't be disappointed with anything. The views from the top was amazing. I will be back for sure."
Rick B,1/5,Quite overpriced for the services it offers. Came because of the iconic building and brand but left with much desired. There are many hotels that provide more luxury and better services for a lower price. They charge a superior luxury price while offering a similar experience to your average luxury Hilton.,"3 years ago on 
Google",Google,2025-09-21 21:47:42,error,Quite overpriced for the services it offers. Came because of the iconic building and brand but left with much desired. There are many hotels that provide more luxury and better services for a lower price. They charge a superior luxury price while offering a similar experience to your average luxury Hilton.
Oi Oi,5/5,"This place would be considered my top list to be considered for visitors to visit here in Singapore. For various reasons, thus will share some, such as locations were very accessible near the mrt, surrounded by scenic views of parks were in you could enjoy it with family and lastly it's worth the visit as you could enjoy many shops and food centers around it.","2 years ago on 
Google",Google,2025-09-21 21:47:45,error,"This place would be considered my top list to be considered for visitors to visit here in Singapore. For various reasons, thus will share some, such as locations were very accessible near the mrt, surrounded by scenic views of parks were in you could enjoy it with family and lastly it's worth the visit as you could enjoy many shops and food centers around it."
Husniya Kh,4/5,The view was amazing! The rooftop service wasn’t that great. I didn’t feel special over there.,"9 months ago on 
Google",Google,2025-09-21 21:47:49,error,The view was amazing! The rooftop service wasn’t that great. I didn’t feel special over there.
Luann See,5/5,"Great for evening strolls. Huge place with lots of shops - good for luxury shopping if you like that. Some nice joints there; some more fancy than others.

Recommended to go with comfortable walking shoes. The place is huge.","3 years ago on 
Google",Google,2025-09-21 21:47:53,error,"Great for evening strolls. Huge place with lots of shops - good for luxury shopping if you like that. Some nice joints there; some more fancy than others.

Recommended to go with comfortable walking shoes. The place is huge."
Priyal Patel,4/5,"Nothing bad to say. It lives up to its expectations with sprawling expensive out of reach shops for ordinary citizens, only few shops that cater to middle class pockets. Food is overpriced, the buffet in the gambling Ruby room is better and much cheaper with a wide range of dish and yes, free flow of alcohol there. Other than that, it is an eye candy for those who want to snap photos and post it in Instagram.","2 years ago on 
Google",Google,2025-09-21 21:47:56,error,"Nothing bad to say. It lives up to its expectations with sprawling expensive out of reach shops for ordinary citizens, only few shops that cater to middle class pockets. Food is overpriced, the buffet in the gambling Ruby room is better and much cheaper with a wide range of dish and yes, free flow of alcohol there. Other than that, it is an eye candy for those who want to snap photos and post it in Instagram."
David Peet (DocPeet),5/5,"Tke coolest hotel you'll ever see!
If you can't stay there, make a restaurant reservation (tower 1) on top! Super experience. To pay 30€ just to go up is a bit much. With a drinks reservation (tower 3) verrrrrry cool!","2 years ago on 
Google",Google,2025-09-21 21:47:59,error,"Tke coolest hotel you'll ever see!
If you can't stay there, make a restaurant reservation (tower 1) on top! Super experience. To pay 30€ just to go up is a bit much. With a drinks reservation (tower 3) verrrrrry cool!"
Jennifer Lim,5/5,"Everything is great here. Reception staffs are very professional, efficient and friendly. They make sure you don't wait long. The room is very cosy, clean and well provided. Checking out is easy too. Shopping here is comfortable as there are lots of spaces to move around, lots of seats for one to rest when tired. The selection of restaurants is great and there are many different kind of shops to cater to different needs. Great to be there","5 years ago on 
Google",Google,2025-09-21 21:48:03,error,"Everything is great here. Reception staffs are very professional, efficient and friendly. They make sure you don't wait long. The room is very cosy, clean and well provided. Checking out is easy too. Shopping here is comfortable as there are lots of spaces to move around, lots of seats for one to rest when tired. The selection of restaurants is great and there are many different kind of shops to cater to different needs. Great to be there"
Kelvin Fong,4/5,"What a magnificent place. Well designed, beautiful and elegant while being so large. We didn’t explore the whole entire mall. One thing I would add is a bit more seating so one can shop at a slower pace. As well a children’s area would be nice.","6 years ago on 
Google",Google,2025-09-21 21:48:06,error,"What a magnificent place. Well designed, beautiful and elegant while being so large. We didn’t explore the whole entire mall. One thing I would add is a bit more seating so one can shop at a slower pace. As well a children’s area would be nice."
Dennis Yu,5/5,"My favorite hotel in Asia.

Not just for the iconic infinity pool at the top level, but all the little luxurious touches.","10 months ago on 
Google",Google,2025-09-21 21:48:07,error,"My favorite hotel in Asia.

Not just for the iconic infinity pool at the top level, but all the little luxurious touches."
rl,5/5,"beyond my expectation. Hotel Service was great, waited for 50 mins for the lightning alert at the rooftop pool and got endless of free ice cream as a compensation.

Room is 10/10, clean! and also, complimentary of all snacks and drinks!! as expected due to its rating of the hotel. Will come back again :)","Edited 3 years ago on 
Google",Google,2025-09-21 21:48:11,error,"beyond my expectation. Hotel Service was great, waited for 50 mins for the lightning alert at the rooftop pool and got endless of free ice cream as a compensation.

Room is 10/10, clean! and also, complimentary of all snacks and drinks!! as expected due to its rating of the hotel. Will come back again :)"
Hameed Aslam,5/5,"Marina Bay Sands® is a destination for those who appreciate luxury. An integrated resort notable for transforming Singapore's city skyline, it comprises three 55-storey towers of extravagant hotel rooms and luxury suites with personal butler services.

Visitors not staying at the hotel can buy tickets to the Sands SkyPark Observation Deck, which offers you unobstructed 360-degree views of the Singapore skyline.

Designed to be an integrated development, it also houses the Marina Bay Sands Casino, shopping mall, museum, and theatres that even non-hotel guests can enjoy. Some of these require tickets for admission, but the price of Marina Bay Sands' attractions is reasonable, given the deluxe experience they offer.

Smart casual wear is required in the casino (casual short pants, sleeveless shirts, slippers, and flip-flops are not allowed).

Take your enjoyment to greater heights at the SkyPark Observation Deck. 56 storeys up, in the heart of the Marina Bay Area, this scenic view of Singapore's world-class cityscape is uniquely breathtaking.

The resort is owned by Las Vegas Sands in agreement with the Singaporean authorities. Marina Bay Sands was originally set to open in 2009, but its construction faced delays caused by escalating costs of material and labour shortages from the outset exacerbated by the global financial crisis.

Marina Bay Sands - Hotel and SkyPark. Consistently ranked as one of the world's most spectacular pools, visitors flock to the SkyPark for a unique experience. It is the world's longest infinity pool (142 meters) and the largest outdoor pool at this height (650 meters).","Edited a year ago on 
Google",Google,2025-09-21 21:48:14,error,"Marina Bay Sands® is a destination for those who appreciate luxury. An integrated resort notable for transforming Singapore's city skyline, it comprises three 55-storey towers of extravagant hotel rooms and luxury suites with personal butler services.

Visitors not staying at the hotel can buy tickets to the Sands SkyPark Observation Deck, which offers you unobstructed 360-degree views of the Singapore skyline.

Designed to be an integrated development, it also houses the Marina Bay Sands Casino, shopping mall, museum, and theatres that even non-hotel guests can enjoy. Some of these require tickets for admission, but the price of Marina Bay Sands' attractions is reasonable, given the deluxe experience they offer.

Smart casual wear is required in the casino (casual short pants, sleeveless shirts, slippers, and flip-flops are not allowed).

Take your enjoyment to greater heights at the SkyPark Observation Deck. 56 storeys up, in the heart of the Marina Bay Area, this scenic view of Singapore's world-class cityscape is uniquely breathtaking.

The resort is owned by Las Vegas Sands in agreement with the Singaporean authorities. Marina Bay Sands was originally set to open in 2009, but its construction faced delays caused by escalating costs of material and labour shortages from the outset exacerbated by the global financial crisis.

Marina Bay Sands - Hotel and SkyPark. Consistently ranked as one of the world's most spectacular pools, visitors flock to the SkyPark for a unique experience. It is the world's longest infinity pool (142 meters) and the largest outdoor pool at this height (650 meters)."
