reviewer_name,review_date,review_title,review_text,review_score,date_of_stay,trip_type,reviewer_country,title_detected_lang,title_translated,review_detected_lang,review_translated
Stephanie G,Feb 2024,This is the experience you want to have in Singapur,This was the most amazing experience that we had in hotels ever. The service was beyond amazing. They make everything easy and comfortable for their guest. The cleaning is excellent. The bed and the pillows are the most comfortable ever. The location and the facilities are amazing.,5 of 5 bubbles,January 2024,Traveled as a couple,11 contributions,error,This is the experience you want to have in Singapur,error,This was the most amazing experience that we had in hotels ever. The service was beyond amazing. They make everything easy and comfortable for their guest. The cleaning is excellent. The bed and the pillows are the most comfortable ever. The location and the facilities are amazing.
SydneyJetsetter,Feb 2024,Another wonderful stay! Pool is just amazing!,"Fantastic stay in this beautiful hotel as always.
Amazing infinity pool and city views.
Had another wonderful stay in a fantastic room with beautiful views. Beautiful variety of breakfast and lots of restaurants to choose from. Great location.
Highly recommend you stay here.",5 of 5 bubbles,September 2023,Traveled as a couple,"Sydney, Australia",error,Another wonderful stay! Pool is just amazing!,error,"Fantastic stay in this beautiful hotel as always.
Amazing infinity pool and city views.
Had another wonderful stay in a fantastic room with beautiful views. Beautiful variety of breakfast and lots of restaurants to choose from. Great location.
Highly recommend you stay here."
aaron o,Feb 2024,Lovely stay,"Lovely rooms, casino was ok but drinks a bit tougher to get compared to vegas. Really enjoyed the gardens however it’s very very hot. All the staff were amazing however I’d like to make special mention to Raguvaaran. When we stuggled for a taxi he went above and beyond using his personal phone to get us to to airport on time. It’s the touches like that that make people come back.",5 of 5 bubbles,February 2024,Traveled as a couple,9 contributions,error,Lovely stay,error,"Lovely rooms, casino was ok but drinks a bit tougher to get compared to vegas. Really enjoyed the gardens however it’s very very hot. All the staff were amazing however I’d like to make special mention to Raguvaaran. When we stuggled for a taxi he went above and beyond using his personal phone to get us to to airport on time. It’s the touches like that that make people come back."
Roving00571584035,Feb 2024,Happy day,"Very friendly staff that make my day very very special. Been to the gym and fell very in love. The lady by the name Roslyn is so welcoming, she provided great service and was very knowledgeable . I Will definitely come back again and go to the free classes next time.",5 of 5 bubbles,January 2024,Traveled with family,1 contribution,error,Happy day,error,"Very friendly staff that make my day very very special. Been to the gym and fell very in love. The lady by the name Roslyn is so welcoming, she provided great service and was very knowledgeable . I Will definitely come back again and go to the free classes next time."
FarAway58356397121,Feb 2024,Fitness and hotel,"Wonderful service, especially from the fitness centre especially from the lovely Roselyn, made us some tea and coffee, the amenities were also great with Dyson hairdryers and top notch gear (can only hope for a hip abductor machine and wing machine) hotel was also great, make sure to swim and use the sunscreen that’s complementary as well as free classes",5 of 5 bubbles,January 2024,Traveled with family,1 contribution,error,Fitness and hotel,error,"Wonderful service, especially from the fitness centre especially from the lovely Roselyn, made us some tea and coffee, the amenities were also great with Dyson hairdryers and top notch gear (can only hope for a hip abductor machine and wing machine) hotel was also great, make sure to swim and use the sunscreen that’s complementary as well as free classes"
goshan,Feb 2024,Truly unique - worth the splurge!,"This is definitely a hotel to stay in Singapore. The city landmark is so beautiful to look at from the outside, but the inside is just as beautiful. We got upgraded to a higher floor with the view of Garden by the Bay - everything was spectacular. The view, the spacious room and bathroom, and the overall feeling of luxury! And of course, don't forget about the infinity pool at 57th floor. The city views are amazing, and this was the first and the last place that we visited during our short two-day stay.",5 of 5 bubbles,January 2024,Traveled with family,"Brooklyn, New York",error,Truly unique - worth the splurge!,error,"This is definitely a hotel to stay in Singapore. The city landmark is so beautiful to look at from the outside, but the inside is just as beautiful. We got upgraded to a higher floor with the view of Garden by the Bay - everything was spectacular. The view, the spacious room and bathroom, and the overall feeling of luxury! And of course, don't forget about the infinity pool at 57th floor. The city views are amazing, and this was the first and the last place that we visited during our short two-day stay."
Getaway62020920405,Feb 2024,Great Experience,"Very stunning Hotel.. staff were friendly, hospitable and very helpful shoutout to Yve who made my mum extra special.. we booked our stay on my mums birthday upon check in we were inform that there will be a surprise but time had past but no cake so Yve help us to assist and follow up.. she made some calls from other department too. My mum was very happy with the surprise cake. Thank you MBS!
Kudos to the front desk team!!!",5 of 5 bubbles,January 2024,Traveled with family,12 contributions,error,Great Experience,error,"Very stunning Hotel.. staff were friendly, hospitable and very helpful shoutout to Yve who made my mum extra special.. we booked our stay on my mums birthday upon check in we were inform that there will be a surprise but time had past but no cake so Yve help us to assist and follow up.. she made some calls from other department too. My mum was very happy with the surprise cake. Thank you MBS!
Kudos to the front desk team!!!"
GAUTAM,Feb 2024,Expensive and extraordinary,"Really an interesting and mesmerizing property. Everything was perfect. The food selection is great and the pool is extraordinarily.

Stayed here only for one night to experience as it was very expensive. Really recommend for people with money.",5 of 5 bubbles,November 2023,Traveled with friends,"New York City, New York",error,Expensive and extraordinary,error,"Really an interesting and mesmerizing property. Everything was perfect. The food selection is great and the pool is extraordinarily.

Stayed here only for one night to experience as it was very expensive. Really recommend for people with money."
Sophia K,Jan 2024,Excellent team,"Whenever I stayed at MBS for staycation , I will headed to their Gym in the morning. Always a pleasure to work up at MBS Gym as the team are always so helpful and friendly. Thanks Anant , Chanck, Uma, Lucy, Roseyn, Ben , Oddie and Affa.
A perfect team , well done !",5 of 5 bubbles,January 2024,Traveled as a couple,"Singapore, Singapore",error,Excellent team,error,"Whenever I stayed at MBS for staycation , I will headed to their Gym in the morning. Always a pleasure to work up at MBS Gym as the team are always so helpful and friendly. Thanks Anant , Chanck, Uma, Lucy, Roseyn, Ben , Oddie and Affa.
A perfect team , well done !"
Steve M,Jan 2024,THANKS NINA!,"Incredible massage!!! Best I’ve had in a long time. Nina was awesome.
The marina bay sands kids suite is class too, with fun bedroom for the kids including things like Nintendo switch and PlayStation.
Would highly recommend!
We booked a massage on our last day and now we wish we had done it on the first day to go again and again!",5 of 5 bubbles,January 2024,Traveled with family,"London, United Kingdom",error,THANKS NINA!,error,"Incredible massage!!! Best I’ve had in a long time. Nina was awesome.
The marina bay sands kids suite is class too, with fun bedroom for the kids including things like Nintendo switch and PlayStation.
Would highly recommend!
We booked a massage on our last day and now we wish we had done it on the first day to go again and again!"
Wanderer61568341253,Jan 2024,Best In Town,"The gym service provides a well-equipped facility with a variety of workout options. uma, odi and chano very helpful and is knowledgeable and friendly, creating a welcoming atmosphere. However, cleanliness could be improved, and peak hours may lead to crowded spaces. Overall, it offers a solid fitness experience with room for some enhancements.",5 of 5 bubbles,January 2024,Traveled with family,1 contribution,error,Best In Town,error,"The gym service provides a well-equipped facility with a variety of workout options. uma, odi and chano very helpful and is knowledgeable and friendly, creating a welcoming atmosphere. However, cleanliness could be improved, and peak hours may lead to crowded spaces. Overall, it offers a solid fitness experience with room for some enhancements."
gregphilou,Jan 2024,Good for 1 night,"Singapore's iconic hotel. But who says 2500 rooms, says factory. There are a lot of people at the Marina Bay Sands Hotel, which gives this impression of a factory without charm. I checked in on the app, but despite this, it took a little time to access the room. Please note: You are asked for a deposit of 200 SG. For the room we chose Deluxe with garden bay view reserved price 1008sg and paid 1017sg ??, large room well equipped and magnificent view (we were allocated a smoking room???). There was a nice touch for the birthday, a cake was served to us in our room. Breakfast either on the ground floor or on the 57th floor near the huge swimming pool, small buffet with hot and cold drinks, various dishes served on the table by very pleasant staff.
The swimming pool on the 57th floor is magnificent, be careful the deckchair mattresses are not always very clean.
I wanted at least one night (CT for a gift) in this establishment because the price is very high, and in the end I would not have stayed there more. One night is enough.",4 of 5 bubbles,January 2024,Traveled as a couple,"St-Chamond, France",error,Good for 1 night,error,"Singapore's iconic hotel. But who says 2500 rooms, says factory. There are a lot of people at the Marina Bay Sands Hotel, which gives this impression of a factory without charm. I checked in on the app, but despite this, it took a little time to access the room. Please note: You are asked for a deposit of 200 SG. For the room we chose Deluxe with garden bay view reserved price 1008sg and paid 1017sg ??, large room well equipped and magnificent view (we were allocated a smoking room???). There was a nice touch for the birthday, a cake was served to us in our room. Breakfast either on the ground floor or on the 57th floor near the huge swimming pool, small buffet with hot and cold drinks, various dishes served on the table by very pleasant staff.
The swimming pool on the 57th floor is magnificent, be careful the deckchair mattresses are not always very clean.
I wanted at least one night (CT for a gift) in this establishment because the price is very high, and in the end I would not have stayed there more. One night is enough."
脇田明子,Jan 2024,The hotel doorman's hospitality was superb!,"When we were struggling to call a taxi to the airport using the local Grab taxi app at the hotel entrance when we were checking out, the doorman took pity on us and helped us operate the app on our behalf. He explained the app system very carefully, watched over us until the taxi arrived, and even saw us off with a smile at the end!

It was truly heartwarming and I was very satisfied with this hotel.

I asked his name but...I forgot. I'm sorry, doorman! And thank you very much!",5 of 5 bubbles,January 2024,Traveled with friends,1 contribution,error,The hotel doorman's hospitality was superb!,error,"When we were struggling to call a taxi to the airport using the local Grab taxi app at the hotel entrance when we were checking out, the doorman took pity on us and helped us operate the app on our behalf. He explained the app system very carefully, watched over us until the taxi arrived, and even saw us off with a smile at the end!

It was truly heartwarming and I was very satisfied with this hotel.

I asked his name but...I forgot. I'm sorry, doorman! And thank you very much!"
Sunshine07815128930,Jan 2024,TOP TOP TOP,"The gym exceeded my expectations in every aspect. The staff was incredibly helpful and friendly, creating a welcoming atmosphere. The facility was well-equipped with state-of-the-art machines and ample space for various workouts. What stood out the most was the impeccable cleanliness throughout, reflecting a commitment to hygiene and member satisfaction. Overall, a top-notch gym experience that combines excellent staff, cutting-edge equipment, and a pristine environment. Highly recommended for fitness enthusiasts seeking a premium workout environment.",5 of 5 bubbles,January 2024,Traveled as a couple,1 contribution,error,TOP TOP TOP,error,"The gym exceeded my expectations in every aspect. The staff was incredibly helpful and friendly, creating a welcoming atmosphere. The facility was well-equipped with state-of-the-art machines and ample space for various workouts. What stood out the most was the impeccable cleanliness throughout, reflecting a commitment to hygiene and member satisfaction. Overall, a top-notch gym experience that combines excellent staff, cutting-edge equipment, and a pristine environment. Highly recommended for fitness enthusiasts seeking a premium workout environment."
Erin W,Jan 2024,Fantastic experience!,What a beautiful hotel. The staff were warm and welcoming. Our room was great. Views are spectacular. Fantastic restaurants to choose from. Shop till you drop if you like that sort of thing. It’s a quick 20 min drive to Changi. Definitely worth the price tag though it is a bit steep.,5 of 5 bubbles,January 2024,Traveled with family,Northern California,error,Fantastic experience!,error,What a beautiful hotel. The staff were warm and welcoming. Our room was great. Views are spectacular. Fantastic restaurants to choose from. Shop till you drop if you like that sort of thing. It’s a quick 20 min drive to Changi. Definitely worth the price tag though it is a bit steep.
AP Z,Jan 2024,Luxury hotel but services dont match the high price,"We were really looking forward to staying at this hotel. There were some positives and some negatives. Although we gave the hotel a 4 stars, there were still negatives. The 4 stars were mostly due to the hotel architecture itself. It is a beautiful, well designed hotel, rooms are really nice and very modern, with lots of upgrades.

Now for the negatives. The hotel was extremely busy so check-in process took a very long time. In fact we had two rooms and one of the rooms was not ready for hours. The rooftop pool on the top of the hotel was crazy busy. We could not find a place to sit. Looks like there are a lot of one night stay guest who just want to experience the hotel for a night. The breakfast buffer on the top floor next to the rooftop pool left a lot to be desired. The breakfast was not that great. We expected better for the quality of the hotel. We asked for a late checkout and was told no late checkout allowed. We spent good money for two rooms and thought one hour late checkout was not a lot to ask for. They did offer to store our luggage and provide a room to change but we could not stay in our room for an hour extra.

It is a pretty pricey hotel. Nice hotel and its really a choice if you want to spend the high price to stay there. The services could have been better for such a pricey hotel.",4 of 5 bubbles,July 2023,Traveled with family,"San Francisco, California",error,Luxury hotel but services dont match the high price,error,"We were really looking forward to staying at this hotel. There were some positives and some negatives. Although we gave the hotel a 4 stars, there were still negatives. The 4 stars were mostly due to the hotel architecture itself. It is a beautiful, well designed hotel, rooms are really nice and very modern, with lots of upgrades.

Now for the negatives. The hotel was extremely busy so check-in process took a very long time. In fact we had two rooms and one of the rooms was not ready for hours. The rooftop pool on the top of the hotel was crazy busy. We could not find a place to sit. Looks like there are a lot of one night stay guest who just want to experience the hotel for a night. The breakfast buffer on the top floor next to the rooftop pool left a lot to be desired. The breakfast was not that great. We expected better for the quality of the hotel. We asked for a late checkout and was told no late checkout allowed. We spent good money for two rooms and thought one hour late checkout was not a lot to ask for. They did offer to store our luggage and provide a room to change but we could not stay in our room for an hour extra.

It is a pretty pricey hotel. Nice hotel and its really a choice if you want to spend the high price to stay there. The services could have been better for such a pricey hotel."
Simon M,Jan 2024,Best hotel gym ever!,"I’ve been travelling for work and pleasure for 30 years, this is the best hotel gym I’ve ever had the pleasure to attend in Australia or Asia. Great weights set up with free weights which is not common, dumbbells up to 40kg if you’re heaps stronger than me. Also heaps of cardio machines super attentive staff exemplified by Oddie and Chanok, looking after your every need. If you stay at the hotel and are interested in fitness it’s a must visit.",5 of 5 bubbles,January 2024,Traveled with family,1 contribution,error,Best hotel gym ever!,error,"I’ve been travelling for work and pleasure for 30 years, this is the best hotel gym I’ve ever had the pleasure to attend in Australia or Asia. Great weights set up with free weights which is not common, dumbbells up to 40kg if you’re heaps stronger than me. Also heaps of cardio machines super attentive staff exemplified by Oddie and Chanok, looking after your every need. If you stay at the hotel and are interested in fitness it’s a must visit."
ECtie94,Jan 2024,Great fitness experience,"Located at the Shopees at 3rd floor. Nice & clean gym, complete equipments, and the service was great, the staff, Chanok was very friendly & helpful.. would come back again next time. On february 2024, the fitness center have classes to enjoy.",5 of 5 bubbles,January 2024,Traveled with family,"Jakarta, Indonesia",error,Great fitness experience,error,"Located at the Shopees at 3rd floor. Nice & clean gym, complete equipments, and the service was great, the staff, Chanok was very friendly & helpful.. would come back again next time. On february 2024, the fitness center have classes to enjoy."
MEC6,Jan 2024,Deafening construction noise for hours.,"Terrible. Very loud construction that they don’t tell you about until check in. Say they will move you if it bothers you. It was deafening and when you call they say sorry, we can’t move you. It was so loud, for hours. Do. It book until it is done. It will totally ruin your stay.",1 of 5 bubbles,January 2024,Traveled as a couple,Calgary,error,Deafening construction noise for hours.,error,"Terrible. Very loud construction that they don’t tell you about until check in. Say they will move you if it bothers you. It was deafening and when you call they say sorry, we can’t move you. It was so loud, for hours. Do. It book until it is done. It will totally ruin your stay."
Bob B,Jan 2024,Tourist processing factory,"This hotel has five star rooms and facilities but is essentially a tourist processing factory. They offer what they offer, there is no variation to the standard fare. If you complain about anything the staff apologise but do nothing about it.",2 of 5 bubbles,January 2024,Traveled as a couple,"North Berwick, United Kingdom",error,Tourist processing factory,error,"This hotel has five star rooms and facilities but is essentially a tourist processing factory. They offer what they offer, there is no variation to the standard fare. If you complain about anything the staff apologise but do nothing about it."
Stay21301903960,Jan 2024,Good Service!,"Good service from the Fitness Centre specially for Umah and Oddie! Cheers and keep up the good job! Always come here to the old gym before but now bigger but no sauna, hot pool and steam room. Hopefully soon they will put more equipments and sauna.",5 of 5 bubbles,January 2024,Traveled with friends,1 contribution,error,Good Service!,error,"Good service from the Fitness Centre specially for Umah and Oddie! Cheers and keep up the good job! Always come here to the old gym before but now bigger but no sauna, hot pool and steam room. Hopefully soon they will put more equipments and sauna."
Wander68626637614,Jan 2024,Great gym facilities,"I went to the fitness center and it was a lovely experience. Uma and Alfa were very attentive to my needs and offered me complimentary tea after my workout.

Their workout equipment is high quality and complete. I had no trouble completing my workout.

The locker room and shower facilities were also very good.",5 of 5 bubbles,January 2024,Traveled as a couple,1 contribution,error,Great gym facilities,error,"I went to the fitness center and it was a lovely experience. Uma and Alfa were very attentive to my needs and offered me complimentary tea after my workout.

Their workout equipment is high quality and complete. I had no trouble completing my workout.

The locker room and shower facilities were also very good."
Weng B,Jan 2024,"Marina Bay Sands , always our first choice for a stay cation.","When it comes to booking a stay cation, Marina Bay Sands is always the first thing that comes in our mind. This is my family's first choice for stay cation. Even though it is not our first time in MBS, the excitement were still there, especially for my kids. MBS became their standard for a stay cation which we haven't found any match yet.
During our stay, I would like to commend the services of the staffs, especially those assigned in the infinity pool and concierge. Mr Cornelius was very kind and polite when we checked-in.
When we are in the infinity pool, Mr Dennis, Mr Ramon and Ms Vicky were very friendly and courteous, especially Mr. Dennis.
Mr. Dennis has showed the hospitality trait of being a Filipino. He always checks on us and other guests if we are okay and enjoying the infinity pool. Especially those with kids like me.
Over all it was exciting, fun and always memorable.
Definitely, we will come back again! Thank you MBS!",5 of 5 bubbles,January 2024,Traveled with family,"Singapore, Singapore",error,"Marina Bay Sands , always our first choice for a stay cation.",error,"When it comes to booking a stay cation, Marina Bay Sands is always the first thing that comes in our mind. This is my family's first choice for stay cation. Even though it is not our first time in MBS, the excitement were still there, especially for my kids. MBS became their standard for a stay cation which we haven't found any match yet.
During our stay, I would like to commend the services of the staffs, especially those assigned in the infinity pool and concierge. Mr Cornelius was very kind and polite when we checked-in.
When we are in the infinity pool, Mr Dennis, Mr Ramon and Ms Vicky were very friendly and courteous, especially Mr. Dennis.
Mr. Dennis has showed the hospitality trait of being a Filipino. He always checks on us and other guests if we are okay and enjoying the infinity pool. Especially those with kids like me.
Over all it was exciting, fun and always memorable.
Definitely, we will come back again! Thank you MBS!"
Meghna G,Jan 2024,Great stay,"First time at MBS! Lovely place, worth the hype . Brilliant restaurants and great shopping . Not to mention the pool. Most of the rooms newly renovated rooms are just superb.
Special mention to Chandok at the fitness centre. Will definitely come again.",5 of 5 bubbles,January 2024,Traveled as a couple,2 contributions,error,Great stay,error,"First time at MBS! Lovely place, worth the hype . Brilliant restaurants and great shopping . Not to mention the pool. Most of the rooms newly renovated rooms are just superb.
Special mention to Chandok at the fitness centre. Will definitely come again."
Go65068626473,Jan 2024,Excellent service,"Gym has good facilities, gym equipment is solid and service provided by Affa and Uma is excellent. Would 10/10 come back again to use the gym. The ambience is very nice and the gym is very spacious as well, coffee and tea provided as well!!!! 😄",5 of 5 bubbles,January 2024,Traveled with family,1 contribution,error,Excellent service,error,"Gym has good facilities, gym equipment is solid and service provided by Affa and Uma is excellent. Would 10/10 come back again to use the gym. The ambience is very nice and the gym is very spacious as well, coffee and tea provided as well!!!! 😄"
Emmanuel B,Jan 2024,Best hotel experience ever (and we’ve been around;-),"We had the best hotel experience of our lifetime at the Marina Bay sands hotel even if we have been traveling a lot around the world as diplomats over the last 25 years. It’s not only because of the newly renovated suite that was amazing (decoration of exquisite good taste, the technology, the stunning view both on the city and the garden), the amazing swimming pool at the 57th floor, the great food at the different restaurants but most importantly, the service and the kindness of the different people we met in particular KC at the check in, Patrick at the welcome desk, Ganeson for the luggages and Guna at the swimming pool. Thanks to them, we have only one idea : coming back again as soon as we can.",5 of 5 bubbles,January 2024,Traveled with family,9 contributions,error,Best hotel experience ever (and we’ve been around;-),error,"We had the best hotel experience of our lifetime at the Marina Bay sands hotel even if we have been traveling a lot around the world as diplomats over the last 25 years. It’s not only because of the newly renovated suite that was amazing (decoration of exquisite good taste, the technology, the stunning view both on the city and the garden), the amazing swimming pool at the 57th floor, the great food at the different restaurants but most importantly, the service and the kindness of the different people we met in particular KC at the check in, Patrick at the welcome desk, Ganeson for the luggages and Guna at the swimming pool. Thanks to them, we have only one idea : coming back again as soon as we can."
Craknzee,Jan 2024,Breath taking views from the bar atop the hotel and the pool is awesome!,"Pros and cons. The place was packed on a Friday night! Hotel to restaurant at the top so getting around was not easy. Also the prices are high for drinks. Now the Pros.... the staff is great at the bar and sitting watching the hotel guests swim in that amazing swimming pool on the top floor with the view is really priceless! If you are in Singapore, other than the airport, this is a must see place and be sure to hit the bar on the top floor to see the pool (yes, same pool from the movie filmed there)... haha.",4 of 5 bubbles,November 2023,Traveled on business,"Portland, Oregon",error,Breath taking views from the bar atop the hotel and the pool is awesome!,error,"Pros and cons. The place was packed on a Friday night! Hotel to restaurant at the top so getting around was not easy. Also the prices are high for drinks. Now the Pros.... the staff is great at the bar and sitting watching the hotel guests swim in that amazing swimming pool on the top floor with the view is really priceless! If you are in Singapore, other than the airport, this is a must see place and be sure to hit the bar on the top floor to see the pool (yes, same pool from the movie filmed there)... haha."
jubail U,Jan 2024,Awesome workout experience,"Excellent service at fitness center. Awesome staff Roselyn and Lucy as both of them are very accommodating, friendly and cheerful 😀

Very convenient location as it is just across the marina bay sands hotel right at mice convention center. Level 3.

View from the treadmill is very relaxing as it is facing inside the mall where the shops are overlooking unlike normal gym facing on a blank wall.

A fitness center with right staff is a perfect combination. Thank you.",5 of 5 bubbles,December 2023,Traveled as a couple,1 contribution,error,Awesome workout experience,error,"Excellent service at fitness center. Awesome staff Roselyn and Lucy as both of them are very accommodating, friendly and cheerful 😀

Very convenient location as it is just across the marina bay sands hotel right at mice convention center. Level 3.

View from the treadmill is very relaxing as it is facing inside the mall where the shops are overlooking unlike normal gym facing on a blank wall.

A fitness center with right staff is a perfect combination. Thank you."
Camper711702,Jan 2024,Excellent and super nice gym. We will recommend to our relatives and friends to visit MBS so they can experience.,"Super nice fitness center, with lovely and accommodating staff Roselyn and Lucy. They provide everything what we need that the fitness can provide. The Gym is equipped with sophisticated equipment and other facilities. We will come to visit again the gym once we check in here in MBS💋❤️.",5 of 5 bubbles,December 2023,Traveled as a couple,1 contribution,error,Excellent and super nice gym. We will recommend to our relatives and friends to visit MBS so they can experience.,error,"Super nice fitness center, with lovely and accommodating staff Roselyn and Lucy. They provide everything what we need that the fitness can provide. The Gym is equipped with sophisticated equipment and other facilities. We will come to visit again the gym once we check in here in MBS💋❤️."
Jon G,Jan 2024,"Yes, it is as unique as everyone says!","WOW! I have been traveling to Singapore for over 35 years and just went back to visit some friends and decided we would splurge and experience the famous MBS!

It did not disappoint! First, a very sincere shout out to Shei Manda, a relatively new front desk employee who checked us in. There was a long line and for some reason she was struggling to get our room arranged. I had some trouble pre-registering with the APP and she was able to overcome all of that and not only solved the problem, but some how, and for some reason, was able to upgrade us to a VIP room. I have traveled my entire working career and have had some nice upgrades but nothing compared to this. Two room Suite, with butler, and to many amenities to count.

Great room, great bed, great TV's (yes, biggest TV's in a hotel ever)

Great room service.

No need to comment about the pool, it is every bit as iconic as people say.

Service is second to none.

We will certainly be back and highly recommend this for a special event.",5 of 5 bubbles,January 2024,Traveled as a couple,"Whitefish Bay, Wisconsin",error,"Yes, it is as unique as everyone says!",error,"WOW! I have been traveling to Singapore for over 35 years and just went back to visit some friends and decided we would splurge and experience the famous MBS!

It did not disappoint! First, a very sincere shout out to Shei Manda, a relatively new front desk employee who checked us in. There was a long line and for some reason she was struggling to get our room arranged. I had some trouble pre-registering with the APP and she was able to overcome all of that and not only solved the problem, but some how, and for some reason, was able to upgrade us to a VIP room. I have traveled my entire working career and have had some nice upgrades but nothing compared to this. Two room Suite, with butler, and to many amenities to count.

Great room, great bed, great TV's (yes, biggest TV's in a hotel ever)

Great room service.

No need to comment about the pool, it is every bit as iconic as people say.

Service is second to none.

We will certainly be back and highly recommend this for a special event."
Rini K,Jan 2024,Wonderful Singapore hotel,"A great hotel with polite staffs. The food is remarkable and the view is stunning. It is recommended to stay in this hotel. Enjoy the pool on the top, and you can view the sea. The deluxe room is clean, neat, and comfortable.",5 of 5 bubbles,January 2024,Traveled on business,1 contribution,error,Wonderful Singapore hotel,error,"A great hotel with polite staffs. The food is remarkable and the view is stunning. It is recommended to stay in this hotel. Enjoy the pool on the top, and you can view the sea. The deluxe room is clean, neat, and comfortable."
Emma E,Jan 2024,Excellent Service and Experience,"Had a 1 night stay between connections, arrived around 10am, checked in, our baggage was put into storage and we were given a temporary card to use facilities before our room was available, which wasn't till 3pm.. This allowed us to go onto the sky deck and use the infinity pool. Next day we checked out at 11. Was again given temporary cards to use for the day until 8pm! We were provided with a room for a shower before leaving the hotel for 45 mins. It was exceptional service, beautiful hotel, great location. Lovely food. Couldn't have asked for more.",5 of 5 bubbles,January 2024,Traveled as a couple,"Lapta, Cyprus",error,Excellent Service and Experience,error,"Had a 1 night stay between connections, arrived around 10am, checked in, our baggage was put into storage and we were given a temporary card to use facilities before our room was available, which wasn't till 3pm.. This allowed us to go onto the sky deck and use the infinity pool. Next day we checked out at 11. Was again given temporary cards to use for the day until 8pm! We were provided with a room for a shower before leaving the hotel for 45 mins. It was exceptional service, beautiful hotel, great location. Lovely food. Couldn't have asked for more."
Nima,Jan 2024,"A wonderful stay, magnificent service","I’ve been staying in perhaps 50 five-star hotels and resorts across Europe, North America, Middle East, and Oceania. Maria bay sand has just lifted up the level of hospitality I believe. Absolute luxury in the rooms and restaurants design and finishing is one fact you see in here, the other thing is the high level of warm hospitality and efficiency of all staff across the board. They go above and beyond to get the job done. Daily room tidy up services are what I’ve never seen anywhere before, each time you go back to the room, you see like a brand new facility. Paying attention to the details is just great 👍. We are checking out tomorrow and to be honest I’m sad and don’t wanna leave 😞",5 of 5 bubbles,January 2024,Traveled with family,"Melbourne, Australia",error,"A wonderful stay, magnificent service",error,"I’ve been staying in perhaps 50 five-star hotels and resorts across Europe, North America, Middle East, and Oceania. Maria bay sand has just lifted up the level of hospitality I believe. Absolute luxury in the rooms and restaurants design and finishing is one fact you see in here, the other thing is the high level of warm hospitality and efficiency of all staff across the board. They go above and beyond to get the job done. Daily room tidy up services are what I’ve never seen anywhere before, each time you go back to the room, you see like a brand new facility. Paying attention to the details is just great 👍. We are checking out tomorrow and to be honest I’m sad and don’t wanna leave 😞"
Camila Eugenia,Jan 2024,"A dream, beautiful hotel.","It was a pending dream to stay at the MBS, incredible stay. It was the F1 weekend and the truth is that if you have the possibility I recommend it 100%. Breakfast included, buffet NOTHING MISSING, everything impeccable and always quantity/quality. Dinner, not included, but buffet. Also incredible is the variety of seafood, pasta, salads, etc. Natural juices included.
The DREAMED pool, the most beautiful thing about the hotel. The view, both day and night. Double room with views of the gardens; luxury amenities/coffee capsules/bathrobe/slippers included everything. (Liquors and cold bar not included).",5 of 5 bubbles,September 2023,Traveled with family,"Buenos Aires, Argentina",error,"A dream, beautiful hotel.",error,"It was a pending dream to stay at the MBS, incredible stay. It was the F1 weekend and the truth is that if you have the possibility I recommend it 100%. Breakfast included, buffet NOTHING MISSING, everything impeccable and always quantity/quality. Dinner, not included, but buffet. Also incredible is the variety of seafood, pasta, salads, etc. Natural juices included.
The DREAMED pool, the most beautiful thing about the hotel. The view, both day and night. Double room with views of the gardens; luxury amenities/coffee capsules/bathrobe/slippers included everything. (Liquors and cold bar not included)."
Sightsee44429040985,Jan 2024,Great GYM staff,"Superb! Everything was great especially Affa the gym staff, I love them which they really put efforts to give the best possible experience for guests! I would love to be back soon and have a great stay again. The only drawback was the gym location is quite far from the hotel towers, It would be better if they put the gym like before which was located in tower2.",5 of 5 bubbles,December 2023,Traveled with family,1 contribution,error,Great GYM staff,error,"Superb! Everything was great especially Affa the gym staff, I love them which they really put efforts to give the best possible experience for guests! I would love to be back soon and have a great stay again. The only drawback was the gym location is quite far from the hotel towers, It would be better if they put the gym like before which was located in tower2."
david,Jan 2024,Mr. David from USA,"Outstanding service and very friendly and helpful staff especially Oddie and Chanok. Helped me with the machines, and refreshments. My only suggestion to make it a full service gym would be to install a sauna and or jacuzzi. Otherwise it was a great experience",5 of 5 bubbles,January 2024,Traveled solo,"Swansea, Illinois",error,Mr. David from USA,error,"Outstanding service and very friendly and helpful staff especially Oddie and Chanok. Helped me with the machines, and refreshments. My only suggestion to make it a full service gym would be to install a sauna and or jacuzzi. Otherwise it was a great experience"
Juan Oehninger,Jan 2024,Not a place that you feel unique its the most a mall,"A mall type hotel. Overrated in price, although the place is impressive as are the views. In my situation, I only stayed one night, I arrived by shuttle to a cruise ship, the pool on the 57th floor was nice but it looked like a crowded playground, the drink services were very expensive, the restaurant on the top floor looked like a 3-star restaurant The club had good music but the people were very strange and posted something suspicious, like looking for the goose that lays the golden eggs... I wouldn't go back",3 of 5 bubbles,December 2023,Traveled as a couple,"Talagante, Chile",error,Not a place that you feel unique its the most a mall,error,"A mall type hotel. Overrated in price, although the place is impressive as are the views. In my situation, I only stayed one night, I arrived by shuttle to a cruise ship, the pool on the 57th floor was nice but it looked like a crowded playground, the drink services were very expensive, the restaurant on the top floor looked like a 3-star restaurant The club had good music but the people were very strange and posted something suspicious, like looking for the goose that lays the golden eggs... I wouldn't go back"
